matrix_size,exponent,field_size,computation_time_ns
64,9223372036854775808,1048576,1345976700
64,9223372036854775808,1048576,1350463700
64,9223372036854775808,1048576,1347908500
64,9223372036854775808,1048576,1345986800
64,9223372036854775808,1048576,1342598200
64,9223372036854775808,1048576,1348732000
64,9223372036854775808,1048576,1355934400
64,9223372036854775808,1048576,1360711200
64,9223372036854775808,1048576,1360615300
64,9223372036854775808,1048576,1356517500
