matrix_size,exponent,field_size,computation_time_ns
40,1000000,1048576,121756500
40,1000000,1048576,121667800
40,1000000,1048576,121786700
40,1000000,1048576,122625600
40,1000000,1048576,121811200
40,1000000,1048576,123830500
40,1000000,1048576,123753600
40,1000000,1048576,123554200
40,1000000,1048576,121906300
40,1000000,1048576,121881800
40,1000000,1048576,122625400
40,1000000,1048576,122378500
40,1000000,1048576,123119800
40,1000000,1048576,121955700
40,1000000,1048576,123794500
40,1000000,1048576,122743800
40,1000000,1048576,121555800
40,1000000,1048576,122384200
40,1000000,1048576,122048900
40,1000000,1048576,122240400
40,1000000,1048576,122755800
40,1000000,1048576,122156200
40,1000000,1048576,122298100
40,1000000,1048576,131967700
40,1000000,1048576,121733100
40,1000000,1048576,122137400
40,1000000,1048576,122720100
40,1000000,1048576,122367600
40,1000000,1048576,124938100
40,1000000,1048576,122491300
40,1000000,1048576,122450700
40,1000000,1048576,122748500
40,1000000,1048576,122479400
40,1000000,1048576,123169000
40,1000000,1048576,123084900
40,1000000,1048576,122603000
40,1000000,1048576,122661300
40,1000000,1048576,123767600
40,1000000,1048576,123277200
40,1000000,1048576,122914200
40,1000000,1048576,125584500
40,1000000,1048576,126129500
40,1000000,1048576,130964500
40,1000000,1048576,129015100
40,1000000,1048576,123749800
40,1000000,1048576,124365500
40,1000000,1048576,124888500
40,1000000,1048576,123917400
40,1000000,1048576,123276000
40,1000000,1048576,121401400
40,1000000,1048576,122699600
40,1000000,1048576,122296800
40,1000000,1048576,123030400
40,1000000,1048576,124772200
40,1000000,1048576,126808500
40,1000000,1048576,124090800
40,1000000,1048576,123111500
40,1000000,1048576,130939500
40,1000000,1048576,123239700
40,1000000,1048576,128241300
40,1000000,1048576,131180800
40,1000000,1048576,123508600
40,1000000,1048576,123460800
40,1000000,1048576,123854900
40,1000000,1048576,144106900
40,1000000,1048576,145669400
40,1000000,1048576,124161200
40,1000000,1048576,122786600
40,1000000,1048576,122928100
40,1000000,1048576,121183100
40,1000000,1048576,121604300
40,1000000,1048576,121787900
40,1000000,1048576,121684100
40,1000000,1048576,123020100
40,1000000,1048576,122332400
40,1000000,1048576,122705300
40,1000000,1048576,123098100
40,1000000,1048576,121991300
40,1000000,1048576,122066000
40,1000000,1048576,122966300
40,1000000,1048576,123785800
40,1000000,1048576,123461100
40,1000000,1048576,123001400
40,1000000,1048576,122616100
40,1000000,1048576,126081400
40,1000000,1048576,123172600
40,1000000,1048576,123280500
40,1000000,1048576,122743600
40,1000000,1048576,122131400
40,1000000,1048576,123854100
40,1000000,1048576,123159400
40,1000000,1048576,121954300
40,1000000,1048576,121610200
40,1000000,1048576,122150400
40,1000000,1048576,127617200
40,1000000,1048576,123944400
40,1000000,1048576,124201500
