matrix_size,exponent,field_size,computation_time_ns
80,1000000,1048576,1058652100
80,1000000,1048576,1053880600
80,1000000,1048576,1067283400
80,1000000,1048576,1068538200
80,1000000,1048576,1081793700
80,1000000,1048576,1060284400
80,1000000,1048576,1058820800
80,1000000,1048576,1062922800
80,1000000,1048576,1066653300
80,1000000,1048576,1077139600
80,1000000,1048576,1057881800
80,1000000,1048576,1057519800
80,1000000,1048576,1057867100
80,1000000,1048576,1063863500
80,1000000,1048576,1054053900
80,1000000,1048576,1087250400
80,1000000,1048576,1055446400
80,1000000,1048576,1063160800
80,1000000,1048576,1062554700
80,1000000,1048576,1054960500
80,1000000,1048576,1053433000
80,1000000,1048576,1066809800
80,1000000,1048576,1060027000
80,1000000,1048576,1056046000
80,1000000,1048576,1052245900
80,1000000,1048576,1053875200
80,1000000,1048576,1054981000
80,1000000,1048576,1063988800
80,1000000,1048576,1056990000
80,1000000,1048576,1056606500
80,1000000,1048576,1058835000
80,1000000,1048576,1058204000
80,1000000,1048576,1060263300
80,1000000,1048576,1057927300
80,1000000,1048576,1057005900
80,1000000,1048576,1067017200
80,1000000,1048576,1060824900
80,1000000,1048576,1060076600
80,1000000,1048576,1054612700
80,1000000,1048576,1057888100
80,1000000,1048576,1052120800
80,1000000,1048576,1079518700
80,1000000,1048576,1056249700
80,1000000,1048576,1056528900
80,1000000,1048576,1056525400
80,1000000,1048576,1055462800
80,1000000,1048576,1064688000
80,1000000,1048576,1068989400
80,1000000,1048576,1055545600
80,1000000,1048576,1055210900
80,1000000,1048576,1057623600
80,1000000,1048576,1063901300
80,1000000,1048576,1054794900
80,1000000,1048576,1068491200
80,1000000,1048576,1052038700
80,1000000,1048576,1058754900
80,1000000,1048576,1058806100
80,1000000,1048576,1057690600
80,1000000,1048576,1056636600
80,1000000,1048576,1068844800
80,1000000,1048576,1064195000
80,1000000,1048576,1054479100
80,1000000,1048576,1057926500
80,1000000,1048576,1054786700
80,1000000,1048576,1059006100
80,1000000,1048576,1072971300
80,1000000,1048576,1055536000
80,1000000,1048576,1053067200
80,1000000,1048576,1050363700
80,1000000,1048576,1058126000
80,1000000,1048576,1056405300
80,1000000,1048576,1057512300
80,1000000,1048576,1054868400
80,1000000,1048576,1052824900
80,1000000,1048576,1054750200
80,1000000,1048576,1071488900
80,1000000,1048576,1052105900
80,1000000,1048576,1053561000
80,1000000,1048576,1061169400
80,1000000,1048576,1054717600
80,1000000,1048576,1055018900
80,1000000,1048576,1056534900
80,1000000,1048576,1059091300
80,1000000,1048576,1070515900
80,1000000,1048576,1060422100
80,1000000,1048576,1058924100
80,1000000,1048576,1056234600
80,1000000,1048576,1058286300
80,1000000,1048576,1060615000
80,1000000,1048576,1068811500
80,1000000,1048576,1059464100
80,1000000,1048576,1056573400
80,1000000,1048576,1054695000
80,1000000,1048576,1054240800
80,1000000,1048576,1054732300
80,1000000,1048576,1062686000
80,1000000,1048576,1068276200
80,1000000,1048576,1061939300
80,1000000,1048576,1058966700
80,1000000,1048576,1052699400
80,1000000,1048576,1061342900
80,1000000,1048576,1056784400
80,1000000,1048576,1061354400
80,1000000,1048576,1062959700
80,1000000,1048576,1069180400
80,1000000,1048576,1057513800
80,1000000,1048576,1054458600
80,1000000,1048576,1057892600
80,1000000,1048576,1073681600
80,1000000,1048576,1055460200
