matrix_size,exponent,field_size,computation_time_ns
160,1000000,1048576,8669936400
160,1000000,1048576,8691550500
160,1000000,1048576,8644888200
160,1000000,1048576,8703694100
160,1000000,1048576,8641346500
160,1000000,1048576,8705224900
160,1000000,1048576,8626735000
160,1000000,1048576,8715238400
160,1000000,1048576,8587536400
160,1000000,1048576,8650094400
160,1000000,1048576,8667494900
160,1000000,1048576,8642182700
160,1000000,1048576,8684822900
160,1000000,1048576,8639309200
160,1000000,1048576,8687476500
160,1000000,1048576,8637987200
160,1000000,1048576,8622584800
160,1000000,1048576,8633587400
160,1000000,1048576,8589919100
160,1000000,1048576,8647684200
160,1000000,1048576,8584565000
160,1000000,1048576,8641789600
160,1000000,1048576,8630189200
160,1000000,1048576,8623198000
160,1000000,1048576,8670920900
160,1000000,1048576,8642606000
160,1000000,1048576,8686237300
160,1000000,1048576,8620377200
160,1000000,1048576,8657886200
160,1000000,1048576,8720145800
160,1000000,1048576,8686393800
160,1000000,1048576,8640645200
160,1000000,1048576,8656658100
160,1000000,1048576,8677634900
160,1000000,1048576,8651920400
160,1000000,1048576,8633674100
160,1000000,1048576,8644569500
160,1000000,1048576,8658608500
160,1000000,1048576,8655168200
160,1000000,1048576,8684162100
160,1000000,1048576,8665831200
160,1000000,1048576,8620684600
160,1000000,1048576,8643659600
160,1000000,1048576,8616936000
160,1000000,1048576,8687629800
160,1000000,1048576,8676788200
160,1000000,1048576,8620987400
160,1000000,1048576,8677641300
160,1000000,1048576,8621416500
160,1000000,1048576,8663647900
160,1000000,1048576,8648450300
160,1000000,1048576,8689707900
160,1000000,1048576,8618103300
160,1000000,1048576,8675793000
160,1000000,1048576,8654137800
160,1000000,1048576,8668951600
160,1000000,1048576,8644743300
160,1000000,1048576,8636061200
160,1000000,1048576,8692952600
160,1000000,1048576,8645551400
160,1000000,1048576,8761845500
160,1000000,1048576,8591547300
160,1000000,1048576,8726272900
160,1000000,1048576,8637194300
160,1000000,1048576,8693931000
160,1000000,1048576,8652339700
160,1000000,1048576,8672899500
160,1000000,1048576,8659892100
160,1000000,1048576,8623403300
160,1000000,1048576,8663149400
160,1000000,1048576,8641201800
160,1000000,1048576,8655301800
160,1000000,1048576,8644264600
160,1000000,1048576,8639378300
160,1000000,1048576,8660145000
160,1000000,1048576,8639965500
160,1000000,1048576,8679850100
160,1000000,1048576,8640836900
160,1000000,1048576,8675092100
