matrix_size,exponent,field_size,computation_time_ns
320,1000000,1048576,69298650200
320,1000000,1048576,69062564500
320,1000000,1048576,69277329900
320,1000000,1048576,69247664900
320,1000000,1048576,69439962000
320,1000000,1048576,68888428400
320,1000000,1048576,69329476400
320,1000000,1048576,69251973000
320,1000000,1048576,69111582300
320,1000000,1048576,69002851500
320,1000000,1048576,68981478800
320,1000000,1048576,68967164800
320,1000000,1048576,69011206100
320,1000000,1048576,68881516200
320,1000000,1048576,68943292100
320,1000000,1048576,68992279300
320,1000000,1048576,68903082000
320,1000000,1048576,68999273000
320,1000000,1048576,68869110300
320,1000000,1048576,68905557500
320,1000000,1048576,68974160100
320,1000000,1048576,68817735000
320,1000000,1048576,68819821900
320,1000000,1048576,68903327000
320,1000000,1048576,68988597000
320,1000000,1048576,68944724500
320,1000000,1048576,68919592500
320,1000000,1048576,68947604500
320,1000000,1048576,68999771700
320,1000000,1048576,69034287500
320,1000000,1048576,68919009700
320,1000000,1048576,69025693200
320,1000000,1048576,68905144800
320,1000000,1048576,69053513900
320,1000000,1048576,68976238500
320,1000000,1048576,69391781000
320,1000000,1048576,69199434300
320,1000000,1048576,69189352900
320,1000000,1048576,68871752400
320,1000000,1048576,68750044200
320,1000000,1048576,69250341100
320,1000000,1048576,68901342100
320,1000000,1048576,69988827800
320,1000000,1048576,69952065200
320,1000000,1048576,68818464300
320,1000000,1048576,69237863400
320,1000000,1048576,68850293200
320,1000000,1048576,68606647200
320,1000000,1048576,68622248900
320,1000000,1048576,69703546100
320,1000000,1048576,70658405300
320,1000000,1048576,69637570200
320,1000000,1048576,69409324500
320,1000000,1048576,68848387200
320,1000000,1048576,68646182300
320,1000000,1048576,68667162200
320,1000000,1048576,68693206300
320,1000000,1048576,69674177200
320,1000000,1048576,70048542700
320,1000000,1048576,69033406200
320,1000000,1048576,68579633600
320,1000000,1048576,68606620800
320,1000000,1048576,68668909500
320,1000000,1048576,68686889500
320,1000000,1048576,68674171700
320,1000000,1048576,68603628200
320,1000000,1048576,68663225100
320,1000000,1048576,68610609700
320,1000000,1048576,68742370300
320,1000000,1048576,68573785500
320,1000000,1048576,68688589200
320,1000000,1048576,68585066500
320,1000000,1048576,68610308300
320,1000000,1048576,68606796400
320,1000000,1048576,68562069100
320,1000000,1048576,68596229500
320,1000000,1048576,68692861400
320,1000000,1048576,68605271400
320,1000000,1048576,68665149900
320,1000000,1048576,68684217700
320,1000000,1048576,68626697100
320,1000000,1048576,68574723600
320,1000000,1048576,68621291000
320,1000000,1048576,68547115100
320,1000000,1048576,68715176200
320,1000000,1048576,68566788100
320,1000000,1048576,68656793500
320,1000000,1048576,68648701100
320,1000000,1048576,68664658500
320,1000000,1048576,68681794900
320,1000000,1048576,68658722400
320,1000000,1048576,68658097400
320,1000000,1048576,68612615600
320,1000000,1048576,68651976500
320,1000000,1048576,68634193100
320,1000000,1048576,68671955600
320,1000000,1048576,68755523100
320,1000000,1048576,68718857100
320,1000000,1048576,68774844000
320,1000000,1048576,68679070500
320,1000000,1048576,68774766700
320,1000000,1048576,68813231700
320,1000000,1048576,68883805200
320,1000000,1048576,68696111900
320,1000000,1048576,68605163900
320,1000000,1048576,68618333800
320,1000000,1048576,68657103300
320,1000000,1048576,68647756300
320,1000000,1048576,68624337200
320,1000000,1048576,68719559800
320,1000000,1048576,68560387200
320,1000000,1048576,68552723700
320,1000000,1048576,68614046700
320,1000000,1048576,68582146100
320,1000000,1048576,68558950100
320,1000000,1048576,68541916600
320,1000000,1048576,68534925900
320,1000000,1048576,68533940200
320,1000000,1048576,68475922400
320,1000000,1048576,68496501700
320,1000000,1048576,69535086600
320,1000000,1048576,69857962100
320,1000000,1048576,68531020200
320,1000000,1048576,68524664300
320,1000000,1048576,68480707000
320,1000000,1048576,68530854100
320,1000000,1048576,68518144900
320,1000000,1048576,68559855200
320,1000000,1048576,68497385700
320,1000000,1048576,68554660500
320,1000000,1048576,68583252600
320,1000000,1048576,68466137500
320,1000000,1048576,68550608300
320,1000000,1048576,68557623200
320,1000000,1048576,68529506400
320,1000000,1048576,68471334500
320,1000000,1048576,68569186400
320,1000000,1048576,68554374900
320,1000000,1048576,68550126700
320,1000000,1048576,68512792100
320,1000000,1048576,68519161400
320,1000000,1048576,68580953900
320,1000000,1048576,68529496800
320,1000000,1048576,68549095100
320,1000000,1048576,68542246800
320,1000000,1048576,68618442800
320,1000000,1048576,68555027900
320,1000000,1048576,68489005200
320,1000000,1048576,68514265300
320,1000000,1048576,68566144700
320,1000000,1048576,68516887000
320,1000000,1048576,68589931200
320,1000000,1048576,68526761500
320,1000000,1048576,68510942600
320,1000000,1048576,68488415200
320,1000000,1048576,68502973200
320,1000000,1048576,68489496100
320,1000000,1048576,68510486200
320,1000000,1048576,68810111700
320,1000000,1048576,68486678600
320,1000000,1048576,68540896100
320,1000000,1048576,68522195500
320,1000000,1048576,68555182600
320,1000000,1048576,68578809700
320,1000000,1048576,68559774500
320,1000000,1048576,68692676600
320,1000000,1048576,68545197800
320,1000000,1048576,68551288000
320,1000000,1048576,68546913400
320,1000000,1048576,68553870000
320,1000000,1048576,68499606900
320,1000000,1048576,68493762800
320,1000000,1048576,68461119400
320,1000000,1048576,68565334500
320,1000000,1048576,68579901300
320,1000000,1048576,68514961900
320,1000000,1048576,68503402700
320,1000000,1048576,68582996500
320,1000000,1048576,68564835200
320,1000000,1048576,68507924200
320,1000000,1048576,68578450800
320,1000000,1048576,68595857000
320,1000000,1048576,69352230800
320,1000000,1048576,68514157600
320,1000000,1048576,68519350400
320,1000000,1048576,68531356400
320,1000000,1048576,68527304900
320,1000000,1048576,68632743600
320,1000000,1048576,68514916800
320,1000000,1048576,68611303600
320,1000000,1048576,68588361600
320,1000000,1048576,68499201100
320,1000000,1048576,68614262900
320,1000000,1048576,68591450700
320,1000000,1048576,68592478300
320,1000000,1048576,68563190000
320,1000000,1048576,68515880000
320,1000000,1048576,68544059600
320,1000000,1048576,68563510800
320,1000000,1048576,68533813900
