matrix_size,exponent,field_size,computation_time_ns
20,1000000,1048576,15546600
20,1000000,1048576,15681100
20,1000000,1048576,15590800
20,1000000,1048576,15500800
20,1000000,1048576,15519700
20,1000000,1048576,15600500
20,1000000,1048576,15472800
20,1000000,1048576,15361300
20,1000000,1048576,15668400
20,1000000,1048576,15332500
20,1000000,1048576,15697400
20,1000000,1048576,15456900
20,1000000,1048576,15847300
20,1000000,1048576,15360700
20,1000000,1048576,15614500
20,1000000,1048576,15570800
20,1000000,1048576,15393300
20,1000000,1048576,15664700
20,1000000,1048576,15481000
20,1000000,1048576,15445800
20,1000000,1048576,15510700
20,1000000,1048576,15507400
20,1000000,1048576,15208700
20,1000000,1048576,15429200
20,1000000,1048576,15562200
20,1000000,1048576,15540400
20,1000000,1048576,15520100
20,1000000,1048576,15750200
20,1000000,1048576,15479400
20,1000000,1048576,15557400
20,1000000,1048576,15667800
20,1000000,1048576,15707600
20,1000000,1048576,15872000
20,1000000,1048576,15809700
20,1000000,1048576,15573400
20,1000000,1048576,15548900
20,1000000,1048576,15515800
20,1000000,1048576,15531800
20,1000000,1048576,15576600
20,1000000,1048576,15735000
20,1000000,1048576,15457900
20,1000000,1048576,15493000
20,1000000,1048576,15521300
20,1000000,1048576,15505100
20,1000000,1048576,15354600
20,1000000,1048576,15448900
20,1000000,1048576,16111500
20,1000000,1048576,15857100
20,1000000,1048576,15728000
20,1000000,1048576,15640600
20,1000000,1048576,15373900
20,1000000,1048576,15662700
20,1000000,1048576,15665600
20,1000000,1048576,15484000
20,1000000,1048576,15242000
20,1000000,1048576,15283000
20,1000000,1048576,15337400
20,1000000,1048576,15587000
20,1000000,1048576,15981500
20,1000000,1048576,15423700
20,1000000,1048576,15590400
20,1000000,1048576,15840900
20,1000000,1048576,15452000
20,1000000,1048576,15369700
20,1000000,1048576,15238400
20,1000000,1048576,15999900
20,1000000,1048576,15356800
20,1000000,1048576,15525700
20,1000000,1048576,16090000
20,1000000,1048576,15546600
20,1000000,1048576,15506900
20,1000000,1048576,15388700
20,1000000,1048576,15528400
20,1000000,1048576,15486500
20,1000000,1048576,15373000
20,1000000,1048576,15508200
